country_id,source_id,year,population,country_name,country_code,source_name,population_prev,yoy_change,global_z_score,is_global_anomaly,rolling_mean,rolling_std,rolling_z,is_rolling_anomaly,yoy_change_prev,second_derivative,is_acceleration_anomaly,is_yoy_anomaly,is_decrease_anomaly,is_increase_anomaly,anomaly_type,anomaly_description,is_anomaly,population_z,is_any_anomaly
82,1,1990,99957.0,Grenada,GRD,United Nations Population Division,99121.0,0.00843413605593164,0.39445476901081244,False,0.007878253855026891,0.0005484180918227089,1.0136102531870017,False,0.008259671037239723,0.00017446501869191645,False,False,False,False,,,False,-0.15680818134410854,False
82,1,1991,100793.0,Grenada,GRD,United Nations Population Division,99957.0,0.008363596346428965,0.38485399664888215,False,0.008135942586705127,0.0003397123971557594,0.6701367439924694,False,0.00843413605593164,-7.053970950267503e-05,False,False,False,False,,,False,-0.0747524180664846,False
82,1,1992,101602.0,Grenada,GRD,United Nations Population Division,100793.0,0.008026351036282282,0.3389533900873526,False,0.008222476547822996,0.00018850752550720763,-1.040412105633499,False,0.008363596346428965,-0.00033724531014668255,False,False,False,False,,,False,0.004653218885187369,False
82,1,1993,102382.0,Grenada,GRD,United Nations Population Division,101602.0,0.007677014232003307,0.291407076682143,False,0.008152153741577182,0.00030715055096834263,-1.5469270951197036,False,0.008026351036282282,-0.0003493368042789746,False,False,False,False,,,False,0.08121242385713315,False
82,1,1994,103138.0,Grenada,GRD,United Nations Population Division,102382.0,0.007384110488171749,0.2515415571285461,False,0.007977041631763588,0.0004478769527054322,-1.3238706301143588,False,0.007677014232003307,-0.0002929037438315586,False,False,False,False,,,False,0.1554159609837883,False
82,1,1995,103869.0,Grenada,GRD,United Nations Population Division,103138.0,0.0070875913824196704,0.2111839705243529,False,0.007707732697061195,0.0005054515261027967,-1.2269056133295817,False,0.007384110488171749,-0.0002965191057520784,False,False,False,False,,,False,0.22716567743826568,False
82,1,1996,104584.0,Grenada,GRD,United Nations Population Division,103869.0,0.00688367077761411,0.18342945720911036,False,0.007411747583298224,0.0004562921113806985,-1.157321795650162,False,0.0070875913824196704,-0.00020392060480556046,False,False,False,False,,,False,0.2973449486625493,False
82,1,1997,105294.0,Grenada,GRD,United Nations Population Division,104584.0,0.006788801346286239,0.17051730006094226,False,0.007164237645299015,0.00036634298354774414,-1.0248218633177315,False,0.00688367077761411,-9.486943132787102e-05,False,False,False,False,,,False,0.3670334557523974,False
82,1,1998,106009.0,Grenada,GRD,United Nations Population Division,105294.0,0.006790510380458525,0.17074990731382952,False,0.006986936874990059,0.0002531714593072106,-0.7758635000526652,False,0.006788801346286239,1.7090341722864402e-06,False,False,False,False,,,False,0.437212726976681,False
82,1,1999,106727.0,Grenada,GRD,United Nations Population Division,106009.0,0.006773009838787273,0.16836800472334895,False,0.006864716745113164,0.00013201538575679893,-0.6946683206670676,False,0.006790510380458525,-1.7500541671252277e-05,False,False,False,False,,,False,0.507686456681626,False
82,1,2000,107451.0,Grenada,GRD,United Nations Population Division,106727.0,0.00678366299062093,0.16981794669806238,False,0.006803931066753416,4.5095348985727396e-05,-0.4494493686899045,False,0.006773009838787273,1.0653151833656983e-05,False,False,False,False,,,False,0.5787491033478936,False
82,1,2001,107987.0,Grenada,GRD,United Nations Population Division,107451.0,0.004988320257605793,-0.07453629026786186,False,0.006424860962751753,0.0008030796710269462,-1.788789776372958,False,0.00678366299062093,-0.0017953427330151374,False,False,False,False,,,False,0.6313590185593846,False
82,1,2002,108405.0,Grenada,GRD,United Nations Population Division,107987.0,0.0038708363043699705,-0.22663089242553333,False,0.005841267954368499,0.001347908860768497,-1.4618433837396887,False,0.004988320257605793,-0.0011174839532358222,False,False,False,False,,,False,0.6723869001981966,False
82,1,2003,108884.0,Grenada,GRD,United Nations Population Division,108405.0,0.004418615377519487,-0.1520756919148447,False,0.005366888953780691,0.0013476957351054215,-0.7036258641769959,False,0.0038708363043699705,0.0005477790731495164,False,False,False,False,,,False,0.7194021042771223,False
82,1,2004,109323.0,Grenada,GRD,United Nations Population Division,108884.0,0.004031813673266963,-0.20472114704808894,False,0.004818649720676629,0.0011797832380886634,-0.6669327228995036,False,0.004418615377519487,-0.00038680170425252347,False,False,False,False,,,False,0.7624911952805635,False
82,1,2005,109735.0,Grenada,GRD,United Nations Population Division,109323.0,0.003768648866203818,-0.2405390632841736,False,0.004215646895793206,0.0004976737296536371,-0.8981748542372978,False,0.004031813673266963,-0.00026316480706314524,False,False,False,False,,,False,0.8029301599580528,False
82,1,2006,110135.0,Grenada,GRD,United Nations Population Division,109735.0,0.0036451451223401834,-0.2573484794136225,False,0.0039470118687400845,0.0002993078788674779,-1.0085492822377595,False,0.003768648866203818,-0.00012350374386363482,False,False,False,False,,,False,0.8421912907128968,False
82,1,2007,110522.0,Grenada,GRD,United Nations Population Division,110135.0,0.003513869342170972,-0.2752157047101996,False,0.003875618476300284,0.00035870094602044725,-1.0084978535537261,False,0.0036451451223401834,-0.0001312757801692115,False,False,False,False,,,False,0.8801764347182084,False
82,1,2008,110896.0,Grenada,GRD,United Nations Population Division,110522.0,0.003383941658674291,-0.2928994479742296,False,0.0036686837325312456,0.0002487247434752196,-1.1448079908677173,False,0.003513869342170972,-0.00012992768349668086,False,False,False,False,,,False,0.9168855919739874,False
82,1,2009,111254.0,Grenada,GRD,United Nations Population Division,110896.0,0.0032282498917905063,-0.31408979909725554,False,0.0035079709762359545,0.00021238623784160037,-1.3170395939404829,False,0.003383941658674291,-0.00015569176688378468,False,False,False,False,,,False,0.9520243039995728,False
82,1,2010,111586.0,Grenada,GRD,United Nations Population Division,111254.0,0.002984162367195786,-0.34731121121452685,False,0.0033510736764343478,0.00025679288310785257,-1.428821954868817,False,0.0032282498917905063,-0.00024408752459472013,False,False,False,False,,,False,0.9846110425260933,False
